Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
3549,CA-2023-102366,2022-03-18,2022-03-22,First Class,EG-17146,Emily Gute,Home Office,United States,Boston,Massachusetts,2108.0,East,FUR-CH-10000048,Furniture,Chairs,Chairs Model Pro 676,2167.0,5,0.0,866.8
3550,CA-2024-102367,2024-07-12,2024-07-14,Same Day,RH-82641,Ryan Harris,Consumer,United States,Los Angeles,California,90036.0,West,TEC-CO-10000368,Technology,Copiers,Copiers Model Lite 935,18762.52,9,0.1,6254.18
3551,CA-2023-102368,2024-10-01,2024-10-05,Standard Class,MA-25435,Megan Anderson,Corporate,United States,Portland,Oregon,97201.0,West,OFF-ST-10000112,Office Supplies,Storage,Storage Model Ultra 352,726.48,4,0.5,-145.3
3552,CA-2023-102368,2024-10-01,2024-10-05,Standard Class,MA-25435,Megan Anderson,Corporate,United States,Portland,Oregon,97201.0,west,FUR-BO-10000008,Furniture,Bookcases,Bookcases Model Lite 788,106.38,1,0.7,-106.39
3553,CA-2024-102369,2024-08-14,2024-08-20,Same Day,RH-53065,Ryan Harris,Home Office,United States,Columbus,Ohio,43215.0,East,OFF-BI-10000146,Office Supplies,Binders,Binders Model Lite 326,1279.21,7,0.2,319.8
3554,CA-2024-102370,2024-09-01,2024-09-02,First Class,JT-35928,John Thomas,Corporate,United States,Columbus,Ohio,43215.0,East,OFF-PA-10000216,Office Supplies,Paper,Paper Model Plus 249,1290.89,4,0.1,430.3
3555,CA-2024-102370,2024-09-01,2024-09-02,First Class,JT-35928,John Thomas,Corporate,United States,Columbus,Ohio,43215.0,East,OFF-AP-10000194,Office Supplies,Appliances,Appliances Model Standard 662,312.35,6,0.8,-624.69
3556,CA-2021-102371,2022-11-16,2022-11-18,Same Day,SF-72580,Sarah Foster,Corporate,United States,Richmond,Virginia,23219.0,South,OFF-ST-10000103,Office Supplies,Storage,Storage Model Lite 712,2366.22,6,0.0,946.49
3557,CA-2023-102372,2021-08-10,2021-08-14,Same Day,JG-16629,John Gute,Corporate,United States,Chicago,Illinois,60611.0,Central,TEC-PH-10000292,Technology,Phones,Phones Model Ultra 850,2488.3,7,0.2,622.07
3558,CA-2023-102372,08/10/2021,2021-08-14,Same Day,JG-16629,John Gute,Corporate,United States,Chicago,Illinois,60611.0,Central,TEC-PH-10000297,Technology,Phones,Phones Model Standard 979,1611.51,7,0.2,402.88
3559,CA-2024-102373,2022-10-07,2022-10-09,Same Day,JS-68554,Jessica Smith,Corporate,United States,Philadelphia,Pennsylvania,19104.0,East,OFF-AR-10000140,Office Supplies,Art,Art Model Ultra 270,2501.78,9,0.15,735.82
3560,CA-2022-102374,2022-10-30,2022-10-31,First Class,CM-17355,Claire Miller,Corporate,United States,Philadelphia,Pennsylvania,19104.0,East,OFF-AP-10000181,Office Supplies,Appliances,Appliances Model Lite 810,1104.94,8,0.7,-1104.93
3561,CA-2022-102374,2022-10-30,2022-10-31,First Class,CM-17355,Claire Miller,Corporate,United States,Philadelphia,Pennsylvania,19104.0,East,OFF-ST-10000102,Office Supplies,Storage,Storage Model Pro 462,450.51,8,0.8,-901.03
3562,CA-2023-102375,2021-05-24,2021-05-26,Same Day,MJ-48254,Megan Jackson,Home Office,United States,Miami,Florida,33133.0,South,OFF-ST-10000110,Office Supplies,Storage,Storage Model Standard 382,216.34,1,0.0,86.54
3563,CA-2024-102376,2021-11-14,2021-11-16,Second Class,CJ-57795,Claire Johnson,Consumer,United States,Seattle,Washington,98109.0,West,FUR-BO-10000009,Furniture,Bookcases,Bookcases Model Pro 350,1193.18,4,0.2,298.29
3564,CA-2024-102376,2021-11-14,2021-11-16,Second Class,CJ-57795,Claire Johnson,Consumer,United States,Seattle,Washington,98109.0,West,TEC-MA-10000344,Technology,Machines,Machines Model Standard 625,1412.39,4,0.7,-1412.39
3565,CA-2021-102377,2024-10-11,2024-10-15,First Class,DA-54374,David Anderson,Home Office,United States,Chicago,Illinois,60611.0,Central,OFF-PA-10000202,Office Supplies,Paper,Paper Model Pro 549,650.99,3,0.5,-130.19
3566,CA-2022-102378,2024-05-20,2024-05-21,Same Day,JM-77286,James Martin,Consumer,United States,Richmond,Virginia,23219.0,South,OFF-ST-10000109,Office Supplies,Storage,Storage Model Standard 249,123.0,5,0.4,0.0
3567,CA-2022-102378,2024-05-20,2024-05-21,Same Day,JM-77286,James Martin,Consumer,United States,Richmond,Virginia,23219.0,South,FUR-BO-10000013,Furniture,Bookcases,Bookcases Model Ultra 339,245.84,1,0.4,-0.0
3568,CA-2024-102379,2023-02-12,2023-02-16,Second Class,AM-97819,Amanda Miller,Consumer,United States,Atlanta,Georgia,30301.0,South,TEC-MA-10000351,Technology,Machines,Machines Model Pro 122,182.83,1,0.8,-365.66
3569,CA-2022-102380,2024-10-29,2024-11-02,Standard Class,MH-35430,Megan Harris,Corporate,United States,Boston,Massachusetts,2108.0,East,OFF-BI-10000168,Office Supplies,Binders,Binders Model Lite 291,340.63,6,0.7,-340.63
3570,CA-2022-102380,2024-10-29,2024-11-02,Standard Class,MH-35430,Megan Harris,Corporate,United States,Boston,Massachusetts,2108.0,East,OFF-EN-10000219,Office Supplies,Envelopes,Envelopes Model Standard 177,288.43,3,0.7,-288.43
3571,CA-2022-102381,2021-10-20,2021-10-24,Second Class,DF-67640,David Foster,Consumer,United States,Burlington,North Carolina,,South,OFF-AR-10000126,Office Supplies,Art,Art Model Lite 284,1204.14,5,0.3,172.02
3572,CA-2021-102382,2024-10-28,2024-10-30,Second Class,JM-97670,Jessica Miller,Home Office,United States,Boston,Massachusetts,2108.0,East,TEC-MA-10000345,Technology,Machines,Machines Model Plus 131,8914.66,4,0.15,2621.96
3573,CA-2021-102382,2024-10-28,2024-10-30,Second Class,JM-97670,Jessica Miller,Home Office,United States,Boston,Massachusetts,2108.0,East,OFF-EN-10000221,Office Supplies,Envelopes,Envelopes Model Ultra 811,2297.12,7,0.3,328.16
3574,CA-2021-102383,2024-01-25,2024-01-26,Same Day,AD-94343,Amanda Davis,Corporate,United States,Milwaukee,Wisconsin,53202.0,Central,OFF-PA-10000203,Office Supplies,Paper,Paper Model Pro 894,611.75,3,0.5,-122.34
3575,CA-2023-102384,2022-05-29,2022-06-02,First Class,LS-47930,Laura Smith,Consumer,United States,Burlington,North Carolina,,South,OFF-AR-10000126,Office Supplies,Art,Art Model Lite 284,2064.24,6,0.0,825.7
3576,CA-2023-102384,2022-05-29,2022-06-02,First Class,LS-47930,Laura Smith,Consumer,United States,Burlington,North Carolina,,South,TEC-CO-10000363,Technology,Copiers,Copiers Model Lite 614,4633.15,6,0.3,661.88
3577,CA-2021-102385,2024-02-24,2024-03-01,Second Class,AJ-44650,Ashley Jackson,Home Office,United States,Detroit,Michigan,48201.0,Central,TEC-AC-10000336,Technology,Accessories,Accessories Model Plus 176,1889.36,4,0.0,755.74
3578,CA-2022-102386,2022-07-03,2022-07-07,Standard Class,DT-76768,David Thomas,Corporate,United States,Portland,Oregon,97201.0,West,TEC-AC-10000331,Technology,Accessories,Accessories Model Pro 706,691.75,4,0.4,-0.0
3579,CA-2022-102386,2022-07-03,2022-07-07,Standard Class,DT-76768,David Thomas,Corporate,United States,Portland,Oregon,97201.0,West,OFF-AR-10000127,Office Supplies,Art,Art Model Lite 127,4292.73,9,0.0,1717.09
3580,CA-2021-102387,2021-06-07,2021-06-11,Standard Class,CS-67377,Claire Smith,Corporate,United States,Philadelphia,Pennsylvania,19104.0,east,OFF-AP-10000188,Office Supplies,Appliances,Appliances Model Standard 801,752.85,3,0.0,301.14
3581,CA-2022-102388,2021-05-30,2021-06-05,Second Class,LS-94109,Laura Smith,Home Office,United States,Houston,Texas,77002.0,Central,TEC-AC-10000327,Technology,Accessories,Accessories Model Lite 522,282.73,4,0.8,-565.45
3582,CA-2022-102388,2021-05-30,2021-06-05,Second Class,LS-94109,Laura Smith,Home Office,United States,Houston,Texas,77002.0,Central,TEC-PH-10000304,Technology,Phones,Phones Model Plus 978,245.97,9,0.0,98.39
3583,CA-2021-102389,2024-01-30,2024-02-03,Same Day,SW-92306,Sarah White,Corporate,United States,Philadelphia,Pennsylvania,19104.0,East,OFF-LA-10000096,Office Supplies,Labels,Labels Model Plus 857,200.91,1,0.0,80.36
3584,CA-2021-102390,09/20/2024,2024-09-24,Same Day,LS-84991,Laura Smith,Corporate,United States,Seattle,Washington,98109.0,West,OFF-BI-10000164,Office Supplies,Binders,Binders Model Lite 302,483.61,7,0.7,-483.61
3585,CA-2021-102390,09/20/2024,2024-09-24,Same Day,LS-84991,Laura Smith,Corporate,United States,Seattle,Washington,98109.0,West,TEC-CO-10000358,Technology,Copiers,Copiers Model Ultra 610,1831.79,1,0.0,732.72
3586,CA-2024-102391,2022-12-03,2022-12-09,Second Class,JW-17292,James White,Corporate,United States,Portland,Oregon,97201.0,West,OFF-LA-10000090,Office Supplies,Labels,Labels Model Standard 602,517.61,5,0.15,152.24
3587,CA-2021-102392,2023-02-03,2023-02-09,First Class,WH-85392,William Harris,Home Office,United States,Boston,Massachusetts,2108.0,East,TEC-CO-10000369,Technology,Copiers,Copiers Model Plus 689,16817.9,8,0.15,4946.44
3588,CA-2021-102392,2023-02-03,2023-02-09,First Class,WH-85392,William Harris,Home Office,United States,Boston,Massachusetts,2108.0,East,OFF-FA-10000239,Office Supplies,Fasteners,Fasteners Model Plus 153,102.11,1,0.5,-20.42
3589,CA-2021-102393,2022-06-06,2022-06-07,Second Class,JT-95755,James Taylor,Home Office,United States,Philadelphia,Pennsylvania,19104.0,East,TEC-CO-10000376,Technology,Copiers,Copiers Model Lite 589,25078.77,9,0.0,10031.51
3590,CA-2021-102394,2022-01-02,2022-01-08,Second Class,LT-44600,Laura Thomas,Home Office,United States,Columbus,Ohio,43215.0,East,OFF-AP-10000195,Office Supplies,Appliances,Appliances Model Lite 216,141.27,1,0.0,56.51
3591,CA-2021-102394,01/02/2022,2022-01-08,Second Class,LT-44600,Laura Thomas,Home Office,United States,Columbus,Ohio,43215.0,East,TEC-CO-10000364,Technology,Copiers,Copiers Model Pro 426,1904.76,4,0.0,761.9
3592,CA-2023-102395,2022-01-18,2022-01-22,Same Day,WW-40784,William White,Home Office,United States,Philadelphia,Pennsylvania,19104.0,East,OFF-AP-10000185,Office Supplies,Appliances,Appliances Model Ultra 109,148.48,3,0.8,-296.95
3593,CA-2021-102396,2021-07-22,2021-07-26,First Class,JT-81211,James Thomas,Home Office,United States,Seattle,Washington,98109.0,West,OFF-BI-10000149,Office Supplies,Binders,Binders Model Ultra 125,369.84,3,0.5,-73.97
3594,CA-2021-102396,2021-07-22,2021-07-26,First Class,JT-81211,James Thomas,Home Office,United States,Seattle,Washington,98109.0,West,OFF-LA-10000086,Office Supplies,Labels,Labels Model Pro 200,941.51,7,0.4,-0.0
3595,CA-2024-102397,2023-11-02,2023-11-04,Same Day,CW-20205,Claire Wilson,Corporate,United States,Portland,Oregon,97201.0,West,TEC-CO-10000380,Technology,Copiers,Copiers Model Ultra 174,17948.7,9,0.3,2564.1
3596,CA-2023-102398,07/16/2021,2021-07-20,Same Day,SG-43092,Sarah Gute,Corporate,United States,Seattle,Washington,98109.0,West,OFF-LA-10000087,Office Supplies,Labels,Labels Model Pro 448,1287.43,7,0.4,0.0
3597,CA-2023-102398,07/16/2021,2021-07-20,Same Day,SG-43092,Sarah Gute,Corporate,United States,Seattle,Washington,98109.0,West,OFF-LA-10000088,Office Supplies,Labels,Labels Model Lite 709,61.31,1,0.7,-61.32
3598,CA-2021-102399,2022-08-03,2022-08-09,Standard Class,WF-92345,William Foster,Consumer,United States,Houston,Texas,77002.0,Central,OFF-ST-10000102,Office Supplies,Storage,Storage Model Pro 462,168.94,2,0.7,-168.94
3599,CA-2021-102400,2023-07-06,2023-07-10,First Class,RP-98696,Robert Powers,Home Office,United States,Phoenix,Arizona,85001.0,West,OFF-FA-10000271,Office Supplies,Fasteners,Fasteners Model Plus 496,1079.5,5,0.5,-215.9
3600,CA-2021-102400,2023-07-06,2023-07-10,First Class,RP-98696,Robert Powers,Home Office,United States,Phoenix,Arizona,85001.0,West,OFF-PA-10000212,Office Supplies,Paper,Paper Model Lite 795,1965.31,8,0.4,-0.0
3601,CA-2024-102401,2024-06-03,2024-06-07,Standard Class,LT-21221,Laura Thomas,Home Office,United States,Milwaukee,Wisconsin,53202.0,Central,TEC-AC-10000336,Technology,Accessories,Accessories Model Plus 176,1889.36,4,0.0,755.74
3602,CA-2023-102402,2023-11-11,2023-11-13,First Class,LT-40437,Laura Taylor,Home Office,United States,Chicago,Illinois,60611.0,Central,FUR-BO-10000004,Furniture,Bookcases,Bookcases Model Pro 132,487.97,2,0.4,0.0
3603,CA-2023-102402,2023-11-11,2023-11-13,First Class,LT-40437,Laura Taylor,Home Office,United States,Chicago,Illinois,60611.0,Central,OFF-EN-10000233,Office Supplies,Envelopes,Envelopes Model Standard 116,510.34,8,0.1,170.12
3604,CA-2021-102403,01/26/2024,2024-02-01,Second Class,SS-54118,Sarah Smith,Consumer,United States,New York City,New York,10024.0,East,OFF-AP-10000185,Office Supplies,Appliances,Appliances Model Ultra 109,494.92,2,0.0,197.97
3605,CA-2021-102404,2023-05-25,2023-05-31,Same Day,AT-28140,Ashley Taylor,Corporate,United States,Columbus,Ohio,43215.0,East,FUR-BO-10000016,Furniture,Bookcases,Bookcases Model Plus 776,159.25,2,0.7,-159.24
3606,CA-2021-102404,05/25/2023,2023-05-31,Same Day,AT-28140,Ashley Taylor,Corporate,United States,Columbus,Ohio,43215.0,East,OFF-LA-10000092,Office Supplies,Labels,Labels Model Lite 776,981.2,5,0.0,392.48
3607,CA-2024-102405,2021-06-09,2021-06-13,Same Day,DW-31174,David White,Home Office,United States,Richmond,Virginia,23219.0,South,TEC-MA-10000343,Technology,Machines,Machines Model Plus 193,17361.15,7,0.15,5106.22
3608,CA-2024-102406,2022-02-04,2022-02-08,Standard Class,JH-19545,John Harris,Corporate,United States,Atlanta,Georgia,30301.0,South,OFF-AR-10000131,Office Supplies,Art,Art Model Ultra 347,80.29,1,0.4,0.0
3609,CA-2024-102406,2022-02-04,2022-02-08,Standard Class,JH-19545,John Harris,Corporate,United States,Atlanta,Georgia,30301.0,South,OFF-BI-10000158,Office Supplies,Binders,Binders Model Pro 793,1005.05,5,0.5,-201.01
3610,CA-2021-102407,2021-07-24,2021-07-30,First Class,RP-66881,Robert Powers,Consumer,United States,Los Angeles,California,90036.0,West,TEC-CO-10000358,Technology,Copiers,Copiers Model Ultra 610,7693.52,7,0.4,0.0
3611,CA-2021-102408,04/11/2024,2024-04-17,Second Class,RF-41439,Ryan Foster,Consumer,United States,Atlanta,Georgia,30301.0,South,OFF-SU-10000290,Office Supplies,Supplies,Supplies Model Standard 455,1863.89,7,0.0,745.56
3612,CA-2021-102408,04/11/2024,2024-04-17,Second Class,RF-41439,Ryan Foster,Consumer,United States,Atlanta,Georgia,30301.0,South,FUR-FU-10000079,Furniture,Furnishings,Furnishings Model Plus 701,96.78,2,0.4,0.0
3613,CA-2021-102409,2021-09-22,2021-09-28,Second Class,AG-92831,Amanda Gute,Home Office,United States,Atlanta,Georgia,30301.0,South,FUR-BO-10000003,Furniture,Bookcases,Bookcases Model Plus 382,409.44,5,0.2,102.36
3614,CA-2024-102410,2024-09-07,2024-09-09,Second Class,EJ-34405,Emily Jackson,Consumer,United States,Boston,Massachusetts,2108.0,East,FUR-FU-10000077,Furniture,Furnishings,Furnishings Model Lite 677,99.74,1,0.7,-99.74
3615,CA-2024-102410,2024-09-07,2024-09-09,Second Class,EJ-34405,Emily Jackson,Consumer,United States,Boston,Massachusetts,2108.0,East,TEC-AC-10000330,Technology,Accessories,Accessories Model Plus 752,617.67,3,0.5,-123.53
3616,CA-2023-102411,2023-10-26,2023-10-30,Same Day,AA-88047,Amanda Anderson,Corporate,United States,Burlington,North Carolina,,South,TEC-AC-10000318,Technology,Accessories,Accessories Model Plus 254,47.27,4,0.1,15.76
3617,CA-2022-102412,2022-06-07,2022-06-08,Second Class,EG-94790,Emily Gute,Consumer,United States,Miami,Florida,33133.0,South,OFF-FA-10000258,Office Supplies,Fasteners,Fasteners Model Lite 847,277.45,7,0.8,-554.91
3618,CA-2022-102412,2022-06-07,2022-06-08,Second Class,EG-94790,Emily Gute,Consumer,United States,Miami,Florida,33133.0,South,OFF-FA-10000271,Office Supplies,Fasteners,Fasteners Model Plus 496,1511.3,5,0.3,215.9
3619,CA-2022-102413,2024-04-14,2024-04-18,First Class,CJ-84443,Claire Johnson,Home Office,United States,Boston,Massachusetts,2108.0,East,OFF-PA-10000202,Office Supplies,Paper,Paper Model Pro 549,2603.94,6,0.0,1041.58
3620,CA-2024-102414,2021-12-07,2021-12-11,Second Class,WJ-57428,William Jackson,Consumer,United States,Atlanta,Georgia,30301.0,South,OFF-AR-10000128,Office Supplies,Art,Art Model Standard 825,608.74,6,0.1,202.91
3621,CA-2024-102414,2021-12-07,2021-12-11,Second Class,WJ-57428,William Jackson,Consumer,United States,Atlanta,Georgia,30301.0,South,FUR-BO-10000002,Furniture,Bookcases,Bookcases Model Plus 353,329.99,7,0.8,-659.99
3622,CA-2022-102415,2022-05-19,2022-05-21,Standard Class,EF-67912,Emily Foster,Home Office,United States,Atlanta,Georgia,30301.0,South,OFF-AR-10000135,Office Supplies,Art,Art Model Lite 618,1387.53,3,0.0,555.01
3623,CA-2022-102416,2023-05-02,2023-05-04,Second Class,JJ-68841,John Johnson,Consumer,United States,Detroit,Michigan,48201.0,Central,OFF-SU-10000285,Office Supplies,Supplies,Supplies Model Plus 159,908.6,7,0.0,363.44
3624,CA-2022-102416,2023-05-02,2023-05-04,Second Class,JJ-68841,John Johnson,Consumer,United States,Detroit,Michigan,48201.0,Central,OFF-EN-10000236,Office Supplies,Envelopes,Envelopes Model Plus 765,134.22,1,0.15,39.47
3625,CA-2022-102417,2022-07-09,2022-07-15,Second Class,MW-69638,Megan White,Corporate,United States,Phoenix,Arizona,85001.0,West,FUR-CH-10000040,Furniture,Chairs,Chairs Model Standard 348,421.03,2,0.4,-0.0
3626,CA-2023-102418,2023-09-07,2023-09-11,Second Class,MW-14159,Megan Wilson,Corporate,United States,Detroit,Michigan,48201.0,Central,FUR-CH-10000042,Furniture,Chairs,Chairs Model Lite 429,1755.0,9,0.5,-351.0
3627,CA-2023-102418,2023-09-07,2023-09-11,Second Class,MW-14159,Megan Wilson,Corporate,United States,Detroit,Michigan,48201.0,Central,TEC-AC-10000321,Technology,Accessories,Accessories Model Pro 443,37.52,5,0.3,5.36
3628,CA-2022-102419,2024-07-02,2024-07-04,Same Day,LS-44675,Laura Smith,Home Office,United States,Chicago,Illinois,60611.0,Central,OFF-FA-10000252,Office Supplies,Fasteners,Fasteners Model Plus 170,688.37,3,0.15,202.46
3629,CA-2023-102420,2023-06-23,2023-06-27,First Class,RS-19961,Robert Smith,Home Office,United States,Burlington,North Carolina,,South,TEC-AC-10000334,Technology,Accessories,Accessories Model Ultra 920,1093.77,9,0.4,0.0
3630,CA-2023-102420,06/23/2023,2023-06-27,First Class,RS-19961,Robert Smith,Home Office,United States,Burlington,North Carolina,,South,FUR-TA-10000061,Furniture,Tables,Tables Model Lite 521,9593.05,6,0.1,3197.69
3631,CA-2023-102421,2023-01-25,2023-01-31,Standard Class,AS-50562,Amanda Smith,Corporate,United States,Chicago,Illinois,60611.0,Central,OFF-ST-10000113,Office Supplies,Storage,Storage Model Standard 708,936.51,5,0.4,0.0
3632,CA-2023-102422,2023-08-12,2023-08-18,Second Class,AT-49824,Ashley Taylor,Consumer,United States,New York City,New York,10024.0, East ,OFF-BI-10000167,Office Supplies,Binders,Binders Model Pro 691,239.44,4,0.0,95.78
3633,CA-2023-102422,2023-08-12,2023-08-18,Second Class,AT-49824,Ashley Taylor,Consumer,United States,New York City,New York,10024.0, East ,OFF-PA-10000208,Office Supplies,Paper,Paper Model Pro 683,818.55,5,0.1,272.85
3634,CA-2023-102423,2022-02-26,2022-03-02,Standard Class,AP-30517,Amanda Powers,Consumer,United States,Burlington,North Carolina,,South,TEC-AC-10000324,Technology,Accessories,Accessories Model Plus 529,1757.63,7,0.0,703.05
3635,CA-2021-102424,2023-02-13,2023-02-19,Same Day,AM-56112,Amanda Miller,Home Office,United States,Miami,Florida,33133.0,South,OFF-EN-10000229,Office Supplies,Envelopes,Envelopes Model Ultra 660,439.79,5,0.7,-439.78
3636,CA-2021-102424,2023-02-13,2023-02-19,Same Day,AM-56112,Amanda Miller,Home Office,United States,Miami,Florida,33133.0,South,FUR-CH-10000033,Furniture,Chairs,Chairs Model Ultra 486,1836.54,9,0.4,0.0
3637,CA-2023-102425,2021-01-19,2021-01-23,First Class,RW-46512,Ryan White,Home Office,United States,Portland,Oregon,97201.0,west,FUR-CH-10000043,Furniture,Chairs,Chairs Model Standard 577,488.68,6,0.7,-488.68
3638,CA-2022-102426,2021-06-16,2021-06-20,Standard Class,WG-85243,William Gute,Corporate,United States,Seattle,Washington,98109.0,West,FUR-BO-10000027,Furniture,Bookcases,Bookcases Model Pro 675,381.98,3,0.4,0.0
3639,CA-2022-102426,2021-06-16,2021-06-20,Standard Class,WG-85243,William Gute,Corporate,United States,Seattle,Washington,98109.0,West,TEC-AC-10000318,Technology,Accessories,Accessories Model Plus 254,82.72,9,0.3,11.82
3640,CA-2021-102427,12/20/2021,2021-12-21,Same Day,CT-80855,Claire Thomas,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,OFF-AR-10000136,Office Supplies,Art,Art Model Standard 656,214.28,9,0.15,63.03
3641,CA-2024-102428,2024-06-19,2024-06-23,Same Day,JG-92691,John Gute,Home Office,United States,Atlanta,Georgia,30301.0,South,OFF-AR-10000134,Office Supplies,Art,Art Model Lite 590,885.9,3,0.0,354.36
3642,CA-2024-102428,2024-06-19,2024-06-23,Same Day,JG-92691,John Gute,Home Office,United States,Atlanta,Georgia,30301.0,South,OFF-BI-10000147,Office Supplies,Binders,Binders Model Standard 574,660.37,2,0.15,194.23
3643,CA-2024-102429,2022-04-02,2022-04-08,Second Class,SS-38361,Sarah Smith,Home Office,United States,Miami,Florida,33133.0,South,TEC-CO-10000362,Technology,Copiers,Copiers Model Ultra 591,10459.07,9,0.3,1494.15
3644,CA-2023-102430,2024-05-11,2024-05-15,First Class,AA-24918,Ashley Anderson,Corporate,United States,Houston,Texas,77002.0,Central,OFF-BI-10000166,Office Supplies,Binders,Binders Model Plus 310,819.78,8,0.3,117.11
3645,CA-2023-102430,05/11/2024,2024-05-15,First Class,AA-24918,Ashley Anderson,Corporate,United States,Houston,Texas,77002.0,Central,OFF-FA-10000251,Office Supplies,Fasteners,Fasteners Model Plus 756,4468.86,9,0.0,1787.54
3646,CA-2024-102431,2024-03-23,2024-03-27,Second Class,DS-68115,David Smith,Corporate,United States,Milwaukee,Wisconsin,53202.0,Central,OFF-EN-10000228,Office Supplies,Envelopes,Envelopes Model Ultra 430,2911.23,7,0.0,1164.49
3647,CA-2023-102432,2024-04-16,2024-04-18,First Class,RM-48669,Robert Miller,Home Office,United States,Los Angeles,California,90036.0,West,TEC-MA-10000345,Technology,Machines,Machines Model Plus 131,23597.64,9,0.0,9439.06
3648,CA-2023-102432,2024-04-16,2024-04-18,First Class,RM-48669,Robert Miller,Home Office,United States,Los Angeles,California,90036.0,West,OFF-AR-10000118,Office Supplies,Art,Art Model Lite 239,141.49,1,0.1,47.16
3649,CA-2023-102433,2024-02-04,2024-02-08,Same Day,RP-50966,Robert Powers,Corporate,United States,Seattle,Washington,98109.0,West,TEC-CO-10000367,Technology,Copiers,Copiers Model Plus 202,308.1,1,0.7,-308.1
3650,CA-2021-102434,2023-09-23,2023-09-27,Standard Class,AA-88047,Amanda Anderson,Corporate,United States,Atlanta,Georgia,30301.0,South,FUR-CH-10000045,Furniture,Chairs,Chairs Model Lite 609,238.34,1,0.0,95.34
3651,CA-2021-102434,2023-09-23,2023-09-27,Standard Class,AA-88047,Amanda Anderson,Corporate,United States,Atlanta,Georgia,30301.0,South,OFF-LA-10000085,Office Supplies,Labels,Labels Model Lite 863,1023.58,3,0.3,146.22
3652,CA-2022-102435,2022-07-23,2022-07-27,First Class,MA-69177,Megan Anderson,Consumer,United States,Los Angeles,California,90036.0,West,OFF-FA-10000257,Office Supplies,Fasteners,Fasteners Model Pro 243,681.66,6,0.7,-681.66
3653,CA-2023-102436,2021-11-19,2021-11-25,Second Class,RT-64747,Robert Thomas,Corporate,United States,Houston,Texas,77002.0,Central,OFF-EN-10000233,Office Supplies,Envelopes,Envelopes Model Standard 116,425.28,6,0.0,170.11
3654,CA-2023-102436,2021-11-19,2021-11-25,Second Class,RT-64747,Robert Thomas,Corporate,United States,Houston,Texas,77002.0,Central,OFF-PA-10000214,Office Supplies,Paper,Paper Model Pro 383,2087.28,6,0.2,521.82
3655,CA-2022-102437,2022-11-08,2022-11-09,Second Class,RH-53065,Ryan Harris,Home Office,United States,Detroit,Michigan,48201.0,Central,OFF-SU-10000283,Office Supplies,Supplies,Supplies Model Ultra 500,1040.73,5,0.3,148.68
3656,CA-2024-102438,2022-10-27,2022-10-31,Second Class,DJ-94599,David Jackson,Consumer,United States,Los Angeles,California,90036.0,West,TEC-PH-10000302,Technology,Phones,Phones Model Pro 350,29.28,3,0.7,-29.27
3657,CA-2024-102438,2022-10-27,2022-10-31,Second Class,DJ-94599,David Jackson,Consumer,United States,Los Angeles,California,90036.0,West,OFF-EN-10000220,Office Supplies,Envelopes,Envelopes Model Pro 512,1575.9,6,0.0,630.36
3658,CA-2021-102439,2021-10-19,2021-10-20,Second Class,WT-99181,William Taylor,Home Office,United States,Richmond,Virginia,23219.0,south,OFF-FA-10000265,Office Supplies,Fasteners,Fasteners Model Lite 293,1919.84,6,0.15,564.66
3659,CA-2021-102440,2021-09-21,2021-09-23,Same Day,RG-56805,Robert Gute,Consumer,United States,Phoenix,Arizona,85001.0,West,TEC-CO-10000379,Technology,Copiers,Copiers Model Plus 892,6366.13,6,0.4,-0.0
3660,CA-2021-102440,2021-09-21,2021-09-23,Same Day,RG-56805,Robert Gute,Consumer,United States,Phoenix,Arizona,85001.0,West,TEC-CO-10000356,Technology,Copiers,Copiers Model Plus 291,11229.34,9,0.2,2807.34
3661,CA-2022-102441,2022-11-15,2022-11-17,First Class,JA-52622,John Anderson,Corporate,United States,Atlanta,Georgia,30301.0,South,FUR-CH-10000037,Furniture,Chairs,Chairs Model Ultra 410,2394.7,5,0.0,957.88
3662,CA-2021-102442,11/13/2023,2023-11-17,Standard Class,RH-82641,Ryan Harris,Consumer,United States,Phoenix,Arizona,85001.0,West,OFF-AR-10000126,Office Supplies,Art,Art Model Lite 284,1169.74,4,0.15,344.04
3663,CA-2021-102442,11/13/2023,2023-11-17,Standard Class,RH-82641,Ryan Harris,Consumer,United States,Phoenix,Arizona,85001.0,West,OFF-FA-10000270,Office Supplies,Fasteners,Fasteners Model Pro 469,1870.48,8,0.5,-374.1
3664,CA-2023-102443,2024-05-20,2024-05-26,Second Class,WP-66482,William Powers,Consumer,United States,Boston,Massachusetts,2108.0,East,OFF-ST-10000112,Office Supplies,Storage,Storage Model Ultra 352,3269.16,9,0.0,1307.66
3665,CA-2021-102444,2023-02-27,2023-02-28,Second Class,WP-71644,William Powers,Consumer,United States,Portland,Oregon,97201.0,West,TEC-CO-10000378,Technology,Copiers,Copiers Model Ultra 160,7700.72,4,0.0,3080.29
3666,CA-2021-102444,2023-02-27,2023-02-28,Second Class,WP-71644,William Powers,Consumer,United States,Portland,Oregon,97201.0,West,OFF-BI-10000145,Office Supplies,Binders,Binders Model Lite 671,294.45,2,0.5,-58.89
